Tag,Depth,Previous Sibling,Number of Children,Full Tag,Full Previous Tag
            <span class=""k"">if</span> <span class=""n"">k</span> <span class=""o"">==</span> <span class=""s1"">'m'</span><span class=""p"">:</span>
                <span class=""k"">continue</span>
            <span class=""k"">yield</span> <span class=""n"">k</span><span class=""p"">,</span> <span class=""n"">v</span>

<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">attr_soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""n"">formatter</span><span class=""o"">=</span><span class=""n"">UnsortedAttributes</span><span class=""p"">()))</span>
<span class=""c1""># &lt;p z=""1"" a=""3""&gt;&lt;/p&gt;</span>
</pre></div>
</div>
<p>One last caveat: if you create a <code class=""docutils literal notranslate""><span class=""pre"">CData</span></code> object, the text inside
that object is always presented <cite>exactly as it appears, with no
formatting</cite>. Beautiful Soup will call your entity substitution
function, just in case you’ve written a custom function that counts
all the strings in the document or something, but it will ignore the
return value:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""kn"">from</span> <span class=""nn"">bs4.element</span> <span class=""kn"">import</span> <span class=""n"">CData</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;a&gt;&lt;/a&gt;""</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">string</span> <span class=""o"">=</span> <span class=""n"">CData</span><span class=""p"">(</span><span class=""s2"">""one &lt; three""</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">prettify</span><span class=""p"">(</span><span class=""n"">formatter</span><span class=""o"">=</span><span class=""s2"">""html""</span><span class=""p"">))</span>
<span class=""c1""># &lt;a&gt;</span>
<span class=""c1"">#  &lt;![CDATA[one &lt; three]]&gt;</span>
<span class=""c1""># &lt;/a&gt;</span>
</pre></div>
</div>
</div>
<div class=""section"" id=""get-text"">
<h2><code class=""docutils literal notranslate""><span class=""pre"">get_text()</span></code><a class=""headerlink"" href=""#get-text"" title=""Permalink to this headline"">¶</a></h2>
<p>If you only want the human-readable text inside a document or tag, you can use the
<code class=""docutils literal notranslate""><span class=""pre"">get_text()</span></code> method. It returns all the text in a document or
beneath a tag, as a single Unicode string:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""s1"">'&lt;a href=""http://example.com/""&gt;</span><span class=""se"">\n</span><span class=""s1"">I linked to &lt;i&gt;example.com&lt;/i&gt;</span><span class=""se"">\n</span><span class=""s1"">&lt;/a&gt;'</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">get_text</span><span class=""p"">()</span>
<span class=""s1"">'</span><span class=""se"">\n</span><span class=""s1"">I linked to example.com</span><span class=""se"">\n</span><span class=""s1"">'</span>
<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">i</span><span class=""o"">.</span><span class=""n"">get_text</span><span class=""p"">()</span>
<span class=""s1"">'example.com'</span>
</pre></div>
</div>
<p>You can specify a string to be used to join the bits of text
together:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""c1""># soup.get_text(""|"")</span>
<span class=""s1"">'</span><span class=""se"">\n</span><span class=""s1"">I linked to |example.com|</span><span class=""se"">\n</span><span class=""s1"">'</span>
</pre></div>
</div>
<p>You can tell Beautiful Soup to strip whitespace from the beginning and
end of each bit of text:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""c1""># soup.get_text(""|"", strip=True)</span>
<span class=""s1"">'I linked to|example.com'</span>
</pre></div>
</div>
<p>But at that point you might want to use the <a class=""reference internal"" href=""#string-generators""><span class=""std std-ref"">.stripped_strings</span></a>
generator instead, and process the text yourself:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""p"">[</span><span class=""n"">text</span> <span class=""k"">for</span> <span class=""n"">text</span> <span class=""ow"">in</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">stripped_strings</span><span class=""p"">]</span>
<span class=""c1""># ['I linked to', 'example.com']</span>
</pre></div>
</div>
<p><em>As of Beautiful Soup version 4.9.0, when lxml or html.parser are in
use, the contents of &lt;script&gt;, &lt;style&gt;, and &lt;template&gt;
tags are generally not considered to be ‘text’, since those tags are not part of
the human-visible content of the page.</em></p>
<p><em>As of Beautiful Soup version 4.10.0, you can call get_text(),
.strings, or .stripped_strings on a NavigableString object. It will
either return the object itself, or nothing, so the only reason to do
this is when you’re iterating over a mixed list.</em></p>
</div>
</div>
<div class=""section"" id=""specifying-the-parser-to-use"">
<h1>Specifying the parser to use<a class=""headerlink"" href=""#specifying-the-parser-to-use"" title=""Permalink to this headline"">¶</a></h1>
<p>If you just need to parse some HTML, you can dump the markup into the
<code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> constructor, and it’ll probably be fine. Beautiful
Soup will pick a parser for you and parse the data. But there are a
few additional arguments you can pass in to the constructor to change
which parser is used.</p>
<p>The first argument to the <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> constructor is a string or
an open filehandle–the markup you want parsed. The second argument is
<cite>how</cite> you’d like the markup parsed.</p>
<p>If you don’t specify anything, you’ll get the best HTML parser that’s
installed. Beautiful Soup ranks lxml’s parser as being the best, then
html5lib’s, then Python’s built-in parser. You can override this by
specifying one of the following:</p>
<ul class=""simple"">
<li><p>What type of markup you want to parse. Currently supported are
“html”, “xml”, and “html5”.</p></li>
<li><p>The name of the parser library you want to use. Currently supported
options are “lxml”, “html5lib”, and “html.parser” (Python’s
built-in HTML parser).</p></li>
</ul>
<p>The section <a class=""reference internal"" href=""#installing-a-parser"">Installing a parser</a> contrasts the supported parsers.</p>
<p>If you don’t have an appropriate parser installed, Beautiful Soup will
ignore your request and pick a different parser. Right now, the only
supported XML parser is lxml. If you don’t have lxml installed, asking
for an XML parser won’t give you one, and asking for “lxml” won’t work
either.</p>
<div class=""section"" id=""differences-between-parsers"">
<h2>Differences between parsers<a class=""headerlink"" href=""#differences-between-parsers"" title=""Permalink to this headline"">¶</a></h2>
<p>Beautiful Soup presents the same interface to a number of different
parsers, but each parser is different. Different parsers will create
different parse trees from the same document. The biggest differences
are between the HTML parsers and the XML parsers. Here’s a short
document, parsed as HTML using the parser that comes with Python:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;a&gt;&lt;b/&gt;&lt;/a&gt;""</span><span class=""p"">,</span> <span class=""s2"">""html.parser""</span><span class=""p"">)</span>
<span class=""c1""># &lt;a&gt;&lt;b&gt;&lt;/b&gt;&lt;/a&gt;</span>
</pre></div>
</div>
<p>Since a standalone &lt;b/&gt; tag is not valid HTML, html.parser turns it into
a &lt;b&gt;&lt;/b&gt; tag pair.</p>
<p>Here’s the same document parsed as XML (running this requires that you
have lxml installed). Note that the standalone &lt;b/&gt; tag is left alone, and
that the document is given an XML declaration instead of being put
into an &lt;html&gt; tag.:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;a&gt;&lt;b/&gt;&lt;/a&gt;""</span><span class=""p"">,</span> <span class=""s2"">""xml""</span><span class=""p"">))</span>
<span class=""c1""># &lt;?xml version=""1.0"" encoding=""utf-8""?&gt;</span>
<span class=""c1""># &lt;a&gt;&lt;b/&gt;&lt;/a&gt;</span>
</pre></div>
</div>
<p>There are also differences between HTML parsers. If you give Beautiful
Soup a perfectly-formed HTML document, these differences won’t
matter. One parser will be faster than another, but they’ll all give
you a data structure that looks exactly like the original HTML
document.</p>
<p>But if the document is not perfectly-formed, different parsers will
give different results. Here’s a short, invalid document parsed using
lxml’s HTML parser. Note that the &lt;a&gt; tag gets wrapped in &lt;body&gt; and
&lt;html&gt; tags, and the dangling &lt;/p&gt; tag is simply ignored:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;a&gt;&lt;/p&gt;""</span><span class=""p"">,</span> <span class=""s2"">""lxml""</span><span class=""p"">)</span>
<span class=""c1""># &lt;html&gt;&lt;body&gt;&lt;a&gt;&lt;/a&gt;&lt;/body&gt;&lt;/html&gt;</span>
</pre></div>
</div>
<p>Here’s the same document parsed using html5lib:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;a&gt;&lt;/p&gt;""</span><span class=""p"">,</span> <span class=""s2"">""html5lib""</span><span class=""p"">)</span>
<span class=""c1""># &lt;html&gt;&lt;head&gt;&lt;/head&gt;&lt;body&gt;&lt;a&gt;&lt;p&gt;&lt;/p&gt;&lt;/a&gt;&lt;/body&gt;&lt;/html&gt;</span>
</pre></div>
</div>
<p>Instead of ignoring the dangling &lt;/p&gt; tag, html5lib pairs it with an
opening &lt;p&gt; tag. html5lib also adds an empty &lt;head&gt; tag; lxml didn’t
bother.</p>
<p>Here’s the same document parsed with Python’s built-in HTML
parser:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;a&gt;&lt;/p&gt;""</span><span class=""p"">,</span> <span class=""s2"">""html.parser""</span><span class=""p"">)</span>
<span class=""c1""># &lt;a&gt;&lt;/a&gt;</span>
</pre></div>
</div>
<p>Like lxml, this parser ignores the closing &lt;/p&gt; tag. Unlike
html5lib or lxml, this parser makes no attempt to create a
well-formed HTML document by adding &lt;html&gt; or &lt;body&gt; tags.</p>
<p>Since the document “&lt;a&gt;&lt;/p&gt;” is invalid, none of these techniques is
the ‘correct’ way to handle it. The html5lib parser uses techniques
that are part of the HTML5 standard, so it has the best claim on being
the ‘correct’ way, but all three techniques are legitimate.</p>
<p>Differences between parsers can affect your script. If you’re planning
on distributing your script to other people, or running it on multiple
machines, you should specify a parser in the <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code>
constructor. That will reduce the chances that your users parse a
document differently from the way you parse it.</p>
</div>
</div>
<div class=""section"" id=""encodings"">
<h1>Encodings<a class=""headerlink"" href=""#encodings"" title=""Permalink to this headline"">¶</a></h1>
<p>Any HTML or XML document is written in a specific encoding like ASCII
or UTF-8.  But when you load that document into Beautiful Soup, you’ll
discover it’s been converted to Unicode:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""s2"">""&lt;h1&gt;Sacr</span><span class=""se"">\xc3\xa9</span><span class=""s2""> bleu!&lt;/h1&gt;""</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">h1</span>
<span class=""c1""># &lt;h1&gt;Sacré bleu!&lt;/h1&gt;</span>
<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">h1</span><span class=""o"">.</span><span class=""n"">string</span>
<span class=""c1""># 'Sacr\xe9 bleu!'</span>
</pre></div>
</div>
<p>It’s not magic. (That sure would be nice.) Beautiful Soup uses a
sub-library called <a class=""reference internal"" href=""#unicode-dammit"">Unicode, Dammit</a> to detect a document’s encoding
and convert it to Unicode. The autodetected encoding is available as
the <code class=""docutils literal notranslate""><span class=""pre"">.original_encoding</span></code> attribute of the <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> object:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">original_encoding</span>
<span class=""s1"">'utf-8'</span>
</pre></div>
</div>
<p>Unicode, Dammit guesses correctly most of the time, but sometimes it
makes mistakes. Sometimes it guesses correctly, but only after a
byte-by-byte search of the document that takes a very long time. If
you happen to know a document’s encoding ahead of time, you can avoid
mistakes and delays by passing it to the <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> constructor
as <code class=""docutils literal notranslate""><span class=""pre"">from_encoding</span></code>.</p>
<p>Here’s a document written in ISO-8859-8. The document is so short that
Unicode, Dammit can’t get a lock on it, and misidentifies it as
ISO-8859-7:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""sa"">b</span><span class=""s2"">""&lt;h1&gt;</span><span class=""se"">\xed\xe5\xec\xf9</span><span class=""s2"">&lt;/h1&gt;""</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">h1</span><span class=""p"">)</span>
<span class=""c1""># &lt;h1&gt;νεμω&lt;/h1&gt;</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">original_encoding</span><span class=""p"">)</span>
<span class=""c1""># iso-8859-7</span>
</pre></div>
</div>
<p>We can fix this by passing in the correct <code class=""docutils literal notranslate""><span class=""pre"">from_encoding</span></code>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">,</span> <span class=""n"">from_encoding</span><span class=""o"">=</span><span class=""s2"">""iso-8859-8""</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">h1</span><span class=""p"">)</span>
<span class=""c1""># &lt;h1&gt;םולש&lt;/h1&gt;</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">original_encoding</span><span class=""p"">)</span>
<span class=""c1""># iso8859-8</span>
</pre></div>
</div>
<p>If you don’t know what the correct encoding is, but you know that
Unicode, Dammit is guessing wrong, you can pass the wrong guesses in
as <code class=""docutils literal notranslate""><span class=""pre"">exclude_encodings</span></code>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">,</span> <span class=""n"">exclude_encodings</span><span class=""o"">=</span><span class=""p"">[</span><span class=""s2"">""iso-8859-7""</span><span class=""p"">])</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">h1</span><span class=""p"">)</span>
<span class=""c1""># &lt;h1&gt;םולש&lt;/h1&gt;</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">original_encoding</span><span class=""p"">)</span>
<span class=""c1""># WINDOWS-1255</span>
</pre></div>
</div>
<p>Windows-1255 isn’t 100% correct, but that encoding is a compatible
superset of ISO-8859-8, so it’s close enough. (<code class=""docutils literal notranslate""><span class=""pre"">exclude_encodings</span></code>
is a new feature in Beautiful Soup 4.4.0.)</p>
<p>In rare cases (usually when a UTF-8 document contains text written in
a completely different encoding), the only way to get Unicode may be
to replace some characters with the special Unicode character
“REPLACEMENT CHARACTER” (U+FFFD, �). If Unicode, Dammit needs to do
this, it will set the <code class=""docutils literal notranslate""><span class=""pre"">.contains_replacement_characters</span></code> attribute
to <code class=""docutils literal notranslate""><span class=""pre"">True</span></code> on the <code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit</span></code> or <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> object. This
lets you know that the Unicode representation is not an exact
representation of the original–some data was lost. If a document
contains �, but <code class=""docutils literal notranslate""><span class=""pre"">.contains_replacement_characters</span></code> is <code class=""docutils literal notranslate""><span class=""pre"">False</span></code>,
you’ll know that the � was there originally (as it is in this
paragraph) and doesn’t stand in for missing data.</p>
<div class=""section"" id=""output-encoding"">
<h2>Output encoding<a class=""headerlink"" href=""#output-encoding"" title=""Permalink to this headline"">¶</a></h2>
<p>When you write out a document from Beautiful Soup, you get a UTF-8
document, even if the document wasn’t in UTF-8 to begin with. Here’s a
document written in the Latin-1 encoding:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""sa"">b</span><span class=""s1"">'''</span>
<span class=""s1""> &lt;html&gt;</span>
<span class=""s1"">  &lt;head&gt;</span>
<span class=""s1"">   &lt;meta content=""text/html; charset=ISO-Latin-1"" http-equiv=""Content-type"" /&gt;</span>
<span class=""s1"">  &lt;/head&gt;</span>
<span class=""s1"">  &lt;body&gt;</span>
<span class=""s1"">   &lt;p&gt;Sacr</span><span class=""se"">\xe9</span><span class=""s1""> bleu!&lt;/p&gt;</span>
<span class=""s1"">  &lt;/body&gt;</span>
<span class=""s1""> &lt;/html&gt;</span>
<span class=""s1"">'''</span>

<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">prettify</span><span class=""p"">())</span>
<span class=""c1""># &lt;html&gt;</span>
<span class=""c1"">#  &lt;head&gt;</span>
<span class=""c1"">#   &lt;meta content=""text/html; charset=utf-8"" http-equiv=""Content-type"" /&gt;</span>
<span class=""c1"">#  &lt;/head&gt;</span>
<span class=""c1"">#  &lt;body&gt;</span>
<span class=""c1"">#   &lt;p&gt;</span>
<span class=""c1"">#    Sacré bleu!</span>
<span class=""c1"">#   &lt;/p&gt;</span>
<span class=""c1"">#  &lt;/body&gt;</span>
<span class=""c1""># &lt;/html&gt;</span>
</pre></div>
</div>
<p>Note that the &lt;meta&gt; tag has been rewritten to reflect the fact that
the document is now in UTF-8.</p>
<p>If you don’t want UTF-8, you can pass an encoding into <code class=""docutils literal notranslate""><span class=""pre"">prettify()</span></code>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">prettify</span><span class=""p"">(</span><span class=""s2"">""latin-1""</span><span class=""p"">))</span>
<span class=""c1""># &lt;html&gt;</span>
<span class=""c1"">#  &lt;head&gt;</span>
<span class=""c1"">#   &lt;meta content=""text/html; charset=latin-1"" http-equiv=""Content-type"" /&gt;</span>
<span class=""c1""># ...</span>
</pre></div>
</div>
<p>You can also call encode() on the <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> object, or any
element in the soup, just as if it were a Python string:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""latin-1""</span><span class=""p"">)</span>
<span class=""c1""># b'&lt;p&gt;Sacr\xe9 bleu!&lt;/p&gt;'</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""utf-8""</span><span class=""p"">)</span>
<span class=""c1""># b'&lt;p&gt;Sacr\xc3\xa9 bleu!&lt;/p&gt;'</span>
</pre></div>
</div>
<p>Any characters that can’t be represented in your chosen encoding will
be converted into numeric XML entity references. Here’s a document
that includes the Unicode character SNOWMAN:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""sa"">u</span><span class=""s2"">""&lt;b&gt;</span><span class=""se"">\N{SNOWMAN}</span><span class=""s2"">&lt;/b&gt;""</span>
<span class=""n"">snowman_soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">tag</span> <span class=""o"">=</span> <span class=""n"">snowman_soup</span><span class=""o"">.</span><span class=""n"">b</span>
</pre></div>
</div>
<p>The SNOWMAN character can be part of a UTF-8 document (it looks like
☃), but there’s no representation for that character in ISO-Latin-1 or
ASCII, so it’s converted into “&amp;#9731” for those encodings:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""utf-8""</span><span class=""p"">))</span>
<span class=""c1""># b'&lt;b&gt;\xe2\x98\x83&lt;/b&gt;'</span>

<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""latin-1""</span><span class=""p"">))</span>
<span class=""c1""># b'&lt;b&gt;&amp;#9731;&lt;/b&gt;'</span>

<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""ascii""</span><span class=""p"">))</span>
<span class=""c1""># b'&lt;b&gt;&amp;#9731;&lt;/b&gt;'</span>
</pre></div>
</div>
</div>
<div class=""section"" id=""unicode-dammit"">
<h2>Unicode, Dammit<a class=""headerlink"" href=""#unicode-dammit"" title=""Permalink to this headline"">¶</a></h2>
<p>You can use Unicode, Dammit without using Beautiful Soup. It’s useful
whenever you have data in an unknown encoding and you just want it to
become Unicode:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""kn"">from</span> <span class=""nn"">bs4</span> <span class=""kn"">import</span> <span class=""n"">UnicodeDammit</span>
<span class=""n"">dammit</span> <span class=""o"">=</span> <span class=""n"">UnicodeDammit</span><span class=""p"">(</span><span class=""s2"">""Sacr</span><span class=""se"">\xc3\xa9</span><span class=""s2""> bleu!""</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">dammit</span><span class=""o"">.</span><span class=""n"">unicode_markup</span><span class=""p"">)</span>
<span class=""c1""># Sacré bleu!</span>
<span class=""n"">dammit</span><span class=""o"">.</span><span class=""n"">original_encoding</span>
<span class=""c1""># 'utf-8'</span>
</pre></div>
</div>
<p>Unicode, Dammit’s guesses will get a lot more accurate if you install
one of these Python libraries: <code class=""docutils literal notranslate""><span class=""pre"">charset-normalizer</span></code>, <code class=""docutils literal notranslate""><span class=""pre"">chardet</span></code>, or
<code class=""docutils literal notranslate""><span class=""pre"">cchardet</span></code>. The more data you give Unicode, Dammit, the more
accurately it will guess. If you have your own suspicions as to what
the encoding might be, you can pass them in as a list:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">dammit</span> <span class=""o"">=</span> <span class=""n"">UnicodeDammit</span><span class=""p"">(</span><span class=""s2"">""Sacr</span><span class=""se"">\xe9</span><span class=""s2""> bleu!""</span><span class=""p"">,</span> <span class=""p"">[</span><span class=""s2"">""latin-1""</span><span class=""p"">,</span> <span class=""s2"">""iso-8859-1""</span><span class=""p"">])</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">dammit</span><span class=""o"">.</span><span class=""n"">unicode_markup</span><span class=""p"">)</span>
<span class=""c1""># Sacré bleu!</span>
<span class=""n"">dammit</span><span class=""o"">.</span><span class=""n"">original_encoding</span>
<span class=""c1""># 'latin-1'</span>
</pre></div>
</div>
<p>Unicode, Dammit has two special features that Beautiful Soup doesn’t
use.</p>
<div class=""section"" id=""smart-quotes"">
<h3>Smart quotes<a class=""headerlink"" href=""#smart-quotes"" title=""Permalink to this headline"">¶</a></h3>
<p>You can use Unicode, Dammit to convert Microsoft smart quotes to HTML or XML
entities:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""sa"">b</span><span class=""s2"">""&lt;p&gt;I just </span><span class=""se"">\x93</span><span class=""s2"">love</span><span class=""se"">\x94</span><span class=""s2""> Microsoft Word</span><span class=""se"">\x92</span><span class=""s2"">s smart quotes&lt;/p&gt;""</span>

<span class=""n"">UnicodeDammit</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""p"">[</span><span class=""s2"">""windows-1252""</span><span class=""p"">],</span> <span class=""n"">smart_quotes_to</span><span class=""o"">=</span><span class=""s2"">""html""</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">unicode_markup</span>
<span class=""c1""># '&lt;p&gt;I just &amp;ldquo;love&amp;rdquo; Microsoft Word&amp;rsquo;s smart quotes&lt;/p&gt;'</span>

<span class=""n"">UnicodeDammit</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""p"">[</span><span class=""s2"">""windows-1252""</span><span class=""p"">],</span> <span class=""n"">smart_quotes_to</span><span class=""o"">=</span><span class=""s2"">""xml""</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">unicode_markup</span>
<span class=""c1""># '&lt;p&gt;I just &amp;#x201C;love&amp;#x201D; Microsoft Word&amp;#x2019;s smart quotes&lt;/p&gt;'</span>
</pre></div>
</div>
<p>You can also convert Microsoft smart quotes to ASCII quotes:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">UnicodeDammit</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""p"">[</span><span class=""s2"">""windows-1252""</span><span class=""p"">],</span> <span class=""n"">smart_quotes_to</span><span class=""o"">=</span><span class=""s2"">""ascii""</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">unicode_markup</span>
<span class=""c1""># '&lt;p&gt;I just ""love"" Microsoft Word\'s smart quotes&lt;/p&gt;'</span>
</pre></div>
</div>
<p>Hopefully you’ll find this feature useful, but Beautiful Soup doesn’t
use it. Beautiful Soup prefers the default behavior, which is to
convert Microsoft smart quotes to Unicode characters along with
everything else:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">UnicodeDammit</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""p"">[</span><span class=""s2"">""windows-1252""</span><span class=""p"">])</span><span class=""o"">.</span><span class=""n"">unicode_markup</span>
<span class=""c1""># '&lt;p&gt;I just “love” Microsoft Word’s smart quotes&lt;/p&gt;'</span>
</pre></div>
</div>
</div>
<div class=""section"" id=""inconsistent-encodings"">
<h3>Inconsistent encodings<a class=""headerlink"" href=""#inconsistent-encodings"" title=""Permalink to this headline"">¶</a></h3>
<p>Sometimes a document is mostly in UTF-8, but contains Windows-1252
characters such as (again) Microsoft smart quotes. This can happen
when a website includes data from multiple sources. You can use
